,Suburb,Address,Type,Price,Method,Date,Distance,Postcode,Landsize,Lattitude,Longtitude,Regionname,Propertycount
5776,Reservoir,72 Oconnor St,House,762500.0,Property sold,2016-11-27,11.2,3073,677.0,-37.7101,144.9999,Northern Metropolitan,21650
5777,Malvern,11 Childers Rd,House,1475000.0,Property sold,2016-11-27,7.4,3144,232.0,-37.8686,145.03799999999995,Southern Metropolitan,4675
5778,Caulfield South,5/27 Venus St,Unit,290000.0,Vendor Bid,2016-11-27,9.3,3162,0.0,-37.8943,145.0145,Southern Metropolitan,5051
5779,Balwyn,47 Naroo St,House,1750000.0,Vendor Bid,2016-11-27,9.7,3103,613.0,-37.8056,145.0688,Southern Metropolitan,5682
5780,Balwyn,17 Knutsford St,House,3401000.0,Property sold,2016-11-27,9.7,3103,706.0,-37.8161,145.0748,Southern Metropolitan,5682
5781,Balwyn,165 Balwyn Rd,House,1900000.0,Property sold,2016-11-27,9.7,3103,665.0,-37.8057,145.0825,Southern Metropolitan,5682
5782,Ascot Vale,1 East St,Townhouse,1000000.0,Property sold,2016-11-27,5.9,3032,200.0,-37.7766,144.9277,Western Metropolitan,6567
5783,Maidstone,14 Madden St,House,830000.0,Property sold,2016-11-27,9.2,3012,318.0,-37.7898,144.8817,Western Metropolitan,3873
5784,Fawkner,14 Baird St,House,655000.0,Property sold,2016-11-27,12.4,3060,664.0,-37.7063,144.9712,Northern Metropolitan,5070
5785,Fawkner,12 Selola Ct,House,652500.0,Property passed in,2016-11-27,12.4,3060,592.0,-37.6968,144.9674,Northern Metropolitan,5070
5786,Brunswick,26 Warburton St,House,1340000.0,Property sold,2016-11-27,5.2,3056,316.0,-37.7741,144.9703,Northern Metropolitan,11918
5787,Brunswick,302/34 Union St,Unit,1180000.0,Property passed in,2016-11-27,5.2,3056,0.0,-37.7738,144.9585,Northern Metropolitan,11918
5788,Brunswick,7 Louisa St,House,1020000.0,Property sold prior,2016-11-27,5.2,3056,308.0,-37.7649,144.9641,Northern Metropolitan,11918
5789,Brunswick,7 Hall St,House,1217000.0,Property sold,2016-11-27,5.2,3056,363.0,-37.7621,144.9506,Northern Metropolitan,11918
5790,Brunswick,329 Brunswick Rd,House,1175000.0,Property passed in,2016-11-27,5.2,3056,319.0,-37.7763,144.9549,Northern Metropolitan,11918
5791,Brunswick,10/150 Brunswick Rd,Unit,240000.0,Property passed in,2016-11-27,5.2,3056,0.0,-37.7776,144.9633,Northern Metropolitan,11918
5792,Malvern,122/14 Elizabeth St,Unit,640000.0,Property passed in,2016-11-27,7.4,3144,0.0,-37.8514,145.0361,Southern Metropolitan,4675
5793,Malvern,3/3 Irving St,Unit,700000.0,Vendor Bid,2016-11-27,7.4,3144,0.0,-37.8597,145.0318,Southern Metropolitan,4675
5794,Balwyn,8 Raynes St,House,4000000.0,Vendor Bid,2016-11-27,9.7,3103,1437.0,-37.8058,145.0882,Southern Metropolitan,5682
5795,Malvern East,5/80 Burke Rd,Unit,315000.0,Property sold,2016-11-27,11.2,3145,0.0,-37.8704,145.0495,Southern Metropolitan,8801
5796,Reservoir,40 Powell St,House,832000.0,Property sold,2016-11-27,11.2,3073,496.0,-37.7263,145.0003,Northern Metropolitan,21650
5797,Reservoir,17 Steane St,House,820000.0,Property sold prior,2016-11-27,11.2,3073,737.0,-37.7306,145.0242,Northern Metropolitan,21650
5798,Carnegie,14 Margaret St,House,1300000.0,Property sold,2016-11-27,11.4,3163,640.0,-37.891,145.0636,Southern Metropolitan,7822
5799,Maribyrnong,110/44 Skyline Dr,Unit,570000.0,Property passed in,2016-11-27,8.7,3032,3014.0,-37.7853,144.8944,Western Metropolitan,4918
5800,Maribyrnong,66 Raleigh Rd,House,907000.0,Property sold,2016-11-27,8.7,3032,678.0,-37.769,144.8935,Western Metropolitan,4918
5801,Abbotsford,45 Yarra St,House,1195000.0,Property sold prior,2016-11-27,2.5,3067,120.0,-37.8022,144.9954,Northern Metropolitan,4019
5802,Abbotsford,47 Studley St,House,1180000.0,Property sold,2016-11-27,2.5,3067,162.0,-37.8016,144.9956,Northern Metropolitan,4019
5803,Reservoir,1 Mendip Rd,House,1025000.0,Property sold,2016-11-27,11.2,3073,670.0,-37.7242,145.0154,Northern Metropolitan,21650
5804,Malvern East,401A Waverley Rd,House,1350000.0,Vendor Bid,2016-11-27,11.2,3145,222.0,-37.878,145.0666,Southern Metropolitan,8801
5805,Malvern East,15/5 Warley Rd,Unit,425000.0,Property sold prior,2016-11-27,11.2,3145,0.0,-37.8804,145.0501,Southern Metropolitan,8801
5806,Malvern East,3/100 Tooronga Rd,House,1055000.0,Property passed in,2016-11-27,11.2,3145,0.0,-37.866,145.0402,Southern Metropolitan,8801
5807,Malvern East,15 Prior Rd,House,1335000.0,Property sold,2016-11-27,11.2,3145,606.0,-37.8831,145.0879,Southern Metropolitan,8801
5808,Malvern East,3/5 Peak St,Unit,523000.0,Property sold,2016-11-27,11.2,3145,0.0,-37.8801,145.0874,Southern Metropolitan,8801
5809,Malvern East,10/1810 Malvern Rd,Townhouse,1015000.0,Property sold,2016-11-27,11.2,3145,0.0,-37.8689,145.06,Southern Metropolitan,8801
5810,Bentleigh,8B McKittrick Rd,Townhouse,1320000.0,Property sold,2016-11-27,13.0,3204,346.0,-37.9294,145.041,Southern Metropolitan,6795
5811,Malvern East,22 Ellison St,House,1297000.0,Property sold,2016-11-27,11.2,3145,333.0,-37.8722,145.067,Southern Metropolitan,8801
5812,Malvern East,1/380 Waverley Rd,House,1670000.0,Property sold,2016-11-27,11.2,3145,375.0,-37.8777,145.0608,Southern Metropolitan,8801
5813,North Melbourne,103/171 Flemington Rd,Unit,320000.0,Property sold,2016-11-27,2.3,3051,0.0,-37.7955,144.9492,Northern Metropolitan,6821
5814,North Melbourne,10 Munster Tce,Townhouse,1000000.0,Vendor Bid,2016-11-27,2.3,3051,61.0,-37.8039,144.9424,Northern Metropolitan,6821
5815,North Melbourne,203/150 Peel St,Unit,598000.0,Property sold,2016-11-27,2.3,3051,0.0,-37.8044,144.9566,Northern Metropolitan,6821
5816,Pascoe Vale,58 Cumberland Rd,House,720000.0,Property sold prior,2016-11-27,9.9,3044,428.0,-37.7333,144.9384,Northern Metropolitan,7485
5817,Pascoe Vale,63 Cornwall Rd,House,721000.0,Property sold,2016-11-27,9.9,3044,542.0,-37.7189,144.9367,Northern Metropolitan,7485
5818,Pascoe Vale,2/36 Alpine Gr,Townhouse,600000.0,Vendor Bid,2016-11-27,9.9,3044,122.0,-37.7231,144.9373,Northern Metropolitan,7485
5819,Williamstown,233 Nelson Pl,House,1860000.0,Property sold,2016-11-27,8.0,3016,199.0,-37.8615,144.9023,Western Metropolitan,6380
5820,Williamstown,139 Cecil St,House,2255000.0,Property sold,2016-11-27,8.0,3016,765.0,-37.8621,144.8999,Western Metropolitan,6380
5821,Yallambie,17 Marigolds Rd,House,800000.0,Property sold,2016-11-27,15.0,3085,660.0,-37.7285,145.0845,Northern Metropolitan,1369
5822,Armadale,44 Denbigh Rd,House,3625000.0,Property sold,2016-11-27,6.3,3143,709.0,-37.8574,145.016,Southern Metropolitan,4836
5823,Armadale,44 Hampden Rd,House,4200000.0,Vendor Bid,2016-11-27,6.3,3143,563.0,-37.8582,145.0138,Southern Metropolitan,4836
5824,Parkville,28/238 The Avenue,Unit,1403000.0,Property sold,2016-11-27,2.6,3052,2401.0,-37.7818,144.9576,Northern Metropolitan,2309
5825,Parkville,12/228 The Avenue,Unit,500000.0,Property sold,2016-11-27,2.6,3052,2431.0,-37.7821,144.9576,Northern Metropolitan,2309
5826,Armadale,3/769 High St,Townhouse,1101000.0,Property sold,2016-11-27,6.3,3143,103.0,-37.8542,145.0135,Southern Metropolitan,4836
5827,Armadale,4 Mercer Rd,House,3512500.0,Property sold,2016-11-27,6.3,3143,617.0,-37.8557,145.0264,Southern Metropolitan,4836
5828,Oakleigh South,22 Pitt St,House,1068000.0,Property sold,2016-11-27,14.7,3167,609.0,-37.9213,145.0854,South-Eastern Metropolitan,3692
5829,Oakleigh South,3 Paula Ct,House,980500.0,Property sold,2016-11-27,14.7,3167,727.0,-37.9187,145.1098,South-Eastern Metropolitan,3692
5830,Oakleigh South,2/3 Golf Rd,Unit,625000.0,Property sold,2016-11-27,14.7,3167,204.0,-37.9107,145.0891,South-Eastern Metropolitan,3692
5831,Pascoe Vale,73 Park St,House,910000.0,Property passed in,2016-11-27,9.9,3044,934.0,-37.7232,144.923,Northern Metropolitan,7485
5832,Pascoe Vale,103 Sussex St,House,1570000.0,Property sold,2016-11-27,9.9,3044,746.0,-37.7304,144.9496,Northern Metropolitan,7485
5833,Windsor,4 Erica St,House,1350000.0,Property sold,2016-11-27,5.1,3181,181.0,-37.8549,145.0006,Southern Metropolitan,4380
5834,Burwood,16 Renown St,House,2068000.0,Property sold,2016-11-27,11.7,3125,1101.0,-37.8529,145.1222,Southern Metropolitan,5678
5835,Williamstown North,18 Inglis St,House,1225000.0,Property sold prior,2016-11-27,8.9,3016,311.0,-37.8546,144.8762,Western Metropolitan,802
5836,Prahran,19 Chatsworth Rd,House,2385000.0,Property passed in,2016-11-27,4.5,3181,217.0,-37.8523,145.0064,Southern Metropolitan,7717
5837,Prahran,5/327 Dandenong Rd,Unit,681000.0,Property sold,2016-11-27,4.5,3181,0.0,-37.8598,145.0097,Southern Metropolitan,7717
5838,Prahran,37 Perth St,House,1820000.0,Property sold,2016-11-27,4.5,3181,305.0,-37.8493,144.9873,Southern Metropolitan,7717
5839,Prahran,84 York St,House,1305000.0,Property sold,2016-11-27,4.5,3181,131.0,-37.8479,144.9988,Southern Metropolitan,7717
5840,Port Melbourne,3/1 Seisman Pl,Unit,735000.0,Property sold,2016-11-27,3.8,3207,0.0,-37.8424,144.9449,Southern Metropolitan,8648
5841,Port Melbourne,350 Princes St,House,2100000.0,Property sold,2016-11-27,3.8,3207,170.0,-37.835,144.94299999999996,Southern Metropolitan,8648
5842,Oakleigh South,15 Druitt St,House,850500.0,Property sold,2016-11-27,14.7,3167,531.0,-37.9303,145.082,South-Eastern Metropolitan,3692
5843,Port Melbourne,215 Princes St,House,1350000.0,Property sold,2016-11-27,3.8,3207,114.0,-37.8371,144.939,Southern Metropolitan,8648
5844,Port Melbourne,334 Howe Pde,House,1180000.0,Property sold,2016-11-27,3.8,3207,347.0,-37.8366,144.9225,Southern Metropolitan,8648
5845,Port Melbourne,126 Heath St,House,3705000.0,Property sold,2016-11-27,3.8,3207,214.0,-37.8341,144.9458,Southern Metropolitan,8648
5846,Port Melbourne,61/1 Graham St,Unit,540000.0,Vendor Bid,2016-11-27,3.8,3207,0.0,-37.8429,144.9449,Southern Metropolitan,8648
5847,Port Melbourne,1001/107 Beach St,Unit,2460000.0,Property sold,2016-11-27,3.8,3207,5042.0,-37.8405,144.9319,Southern Metropolitan,8648
5848,Burwood,2 Octavia Ct,House,1485000.0,Property sold,2016-11-27,11.7,3125,662.0,-37.8601,145.1007,Southern Metropolitan,5678
5849,Williamstown,11 Sandpiper Pl,House,2440000.0,Property sold,2016-11-27,8.0,3016,500.0,-37.8638,144.8798,Western Metropolitan,6380
5850,Williamstown,68 Osborne St,House,1710000.0,Property sold prior,2016-11-27,8.0,3016,260.0,-37.8671,144.9001,Western Metropolitan,6380
5851,Port Melbourne,137 Ingles St,Townhouse,950000.0,Property passed in,2016-11-27,3.8,3207,0.0,-37.8317,144.9446,Southern Metropolitan,8648
5852,Bentleigh East,2 Sanicki Ct,Townhouse,670000.0,Property passed in,2016-11-27,13.9,3165,233.0,-37.9376,145.0784,Southern Metropolitan,10969
5853,Bentleigh East,18 Patricia St,House,1020000.0,Property sold,2016-11-27,13.9,3165,596.0,-37.9251,145.0771,Southern Metropolitan,10969
5854,Bentleigh East,5 Konrad St,House,1040000.0,Property sold,2016-11-27,13.9,3165,625.0,-37.927,145.0645,Southern Metropolitan,10969
5855,Northcote,13 Vauxhall Rd,House,1610000.0,Property sold,2016-11-27,5.5,3070,501.0,-37.7771,145.0116,Northern Metropolitan,11364
5856,Northcote,162 Bastings St,House,2160000.0,Property sold,2016-11-27,5.5,3070,338.0,-37.7757,145.0119,Northern Metropolitan,11364
5857,Camberwell,808 Riversdale Rd,House,1700000.0,Property sold,2016-11-27,7.8,3124,970.0,-37.8344,145.0818,Southern Metropolitan,8920
5858,Camberwell,25 Russell St,House,3225000.0,Property sold,2016-11-27,7.8,3124,632.0,-37.8244,145.064,Southern Metropolitan,8920
5859,Camberwell,2/22 Seymour Gr,Unit,810000.0,Property sold,2016-11-27,7.8,3124,0.0,-37.8357,145.0595,Southern Metropolitan,8920
5860,Bentleigh East,30A Almurta Rd,Townhouse,840000.0,Property sold,2016-11-27,13.9,3165,222.0,-37.9241,145.0668,Southern Metropolitan,10969
5861,Altona North,107 McIntosh Rd,House,700000.0,Property sold prior,2016-11-27,11.1,3025,557.0,-37.8441,144.8505,Western Metropolitan,5132
5862,Northcote,13/200 Westgarth St,Unit,400000.0,Vendor Bid,2016-11-27,5.5,3070,0.0,-37.7831,145.0124,Northern Metropolitan,11364
5863,Altona North,5 Cresser St,House,1200000.0,Property sold prior,2016-11-27,11.1,3025,633.0,-37.8375,144.8541,Western Metropolitan,5132
5864,Airport West,85 Roberts Rd,House,900000.0,Property sold,2016-11-27,13.5,3042,628.0,-37.7256,144.8739,Western Metropolitan,3464
5865,Yarraville,23 Castlemaine St,House,1380000.0,Property sold,2016-11-27,7.0,3013,235.0,-37.815,144.8928,Western Metropolitan,6543
5866,Yarraville,5 Highgate St,House,966000.0,Property sold,2016-11-27,7.0,3013,456.0,-37.823,144.8768,Western Metropolitan,6543
5867,Yarraville,3/64 Powell St,Unit,480500.0,Property sold prior,2016-11-27,7.0,3013,0.0,-37.8182,144.8846,Western Metropolitan,6543
5868,Yarraville,4 Regent St,House,1520000.0,Vendor Bid,2016-11-27,7.0,3013,261.0,-37.8123,144.8888,Western Metropolitan,6543
5869,Yarraville,18 Tenterden St,House,845000.0,Property sold,2016-11-27,7.0,3013,494.0,-37.8234,144.8742,Western Metropolitan,6543
5870,Yarraville,10 Tuppen St,House,1287000.0,Property sold,2016-11-27,7.0,3013,488.0,-37.8131,144.8778,Western Metropolitan,6543
5871,Airport West,49 Roberts Rd,House,765000.0,Property sold,2016-11-27,13.5,3042,509.0,-37.7261,144.8785,Western Metropolitan,3464
5872,Ascot Vale,32 Geddes St,House,1110000.0,Property passed in,2016-11-27,5.9,3032,349.0,-37.7775,144.91299999999995,Western Metropolitan,6567
5873,Camberwell,1/28 Nevis St,Unit,700000.0,Property sold,2016-11-27,7.8,3124,631.0,-37.8434,145.08100000000005,Southern Metropolitan,8920
5874,Camberwell,16 Callanish Rd,House,2220000.0,Property sold,2016-11-27,7.8,3124,850.0,-37.8456,145.0865,Southern Metropolitan,8920
5875,Bentleigh East,2/12 Hodgson Gr,Unit,790000.0,Property sold,2016-11-27,13.9,3165,406.0,-37.9286,145.0737,Southern Metropolitan,10969
5876,Bentleigh East,2/42 Gowrie St,House,930000.0,Property sold,2016-11-27,13.9,3165,258.0,-37.9162,145.0799,Southern Metropolitan,10969
5877,Bentleigh East,71 Deakin St,House,1550000.0,Property passed in,2016-11-27,13.9,3165,583.0,-37.9143,145.0699,Southern Metropolitan,10969
5878,Oak Park,2/21 Gregory St,Unit,550000.0,Property passed in,2016-11-27,11.5,3046,196.0,-37.7216,144.9157,Northern Metropolitan,2651
5879,Preston,86 Cramer St,House,1150000.0,Property passed in,2016-11-27,8.8,3072,728.0,-37.7392,144.9937,Northern Metropolitan,14577
5880,Preston,33 Gordon Gr,House,871000.0,Property sold,2016-11-27,8.8,3072,561.0,-37.7369,145.0201,Northern Metropolitan,14577
5881,Preston,13 Grampian St,House,910000.0,Property passed in,2016-11-27,8.8,3072,577.0,-37.7344,144.9865,Northern Metropolitan,14577
5882,Camberwell,29 Kalang Rd,House,2015000.0,Property sold,2016-11-27,7.8,3124,772.0,-37.8441,145.0806,Southern Metropolitan,8920
5883,Preston,11 Inverloch St,House,1330000.0,Property sold,2016-11-27,8.8,3072,502.0,-37.7406,145.0155,Northern Metropolitan,14577
5884,Preston,192 Murray Rd,House,821000.0,Property sold,2016-11-27,8.8,3072,396.0,-37.7385,145.0103,Northern Metropolitan,14577
5885,Preston,30 Okeefe St,House,888500.0,Property sold,2016-11-27,8.8,3072,497.0,-37.7441,145.0154,Northern Metropolitan,14577
5886,Preston,192 Wood St,House,870000.0,Property sold,2016-11-27,8.8,3072,400.0,-37.7346,145.0164,Northern Metropolitan,14577
5887,Bentleigh East,335 Chesterville Rd,House,1040000.0,Vendor Bid,2016-11-27,13.9,3165,643.0,-37.9295,145.063,Southern Metropolitan,10969
5888,Camberwell,22 Avenue Rd,House,1175000.0,Property passed in,2016-11-27,7.8,3124,246.0,-37.8336,145.0612,Southern Metropolitan,8920
5889,Bentleigh East,1/811 Centre Rd,House,710000.0,Property sold,2016-11-27,13.9,3165,0.0,-37.9212,145.0606,Southern Metropolitan,10969
5890,Camberwell,3/595 Burke Rd,Townhouse,775000.0,Property sold,2016-11-27,7.8,3124,103.0,-37.8406,145.0545,Southern Metropolitan,8920
5891,Preston,194 Miller St,House,950000.0,Property sold,2016-11-27,8.8,3072,243.0,-37.7506,144.9847,Northern Metropolitan,14577
5892,Ascot Vale,30 Mirams St,House,1300000.0,Property passed in,2016-11-27,5.9,3032,664.0,-37.7765,144.9132,Western Metropolitan,6567
5893,Brunswick East,120 Victoria St,House,1325000.0,Property passed in,2016-11-27,4.5,3057,190.0,-37.7684,144.9739,Northern Metropolitan,5533
5894,Heidelberg West,17 Blackwood Pde,House,820000.0,Property sold,2016-11-27,9.4,3081,608.0,-37.7437,145.0402,Eastern Metropolitan,2674
5895,Thornbury,129 Clarendon St,House,1370000.0,Property sold,2016-11-27,6.5,3071,417.0,-37.7602,145.0084,Northern Metropolitan,8870
5896,Thornbury,8/77 Pender St,Unit,303500.0,Property sold prior,2016-11-27,6.5,3071,0.0,-37.7542,145.01,Northern Metropolitan,8870
5897,Ashburton,1/7 Y St,Townhouse,1710000.0,Property sold,2016-11-27,11.0,3147,295.0,-37.8624,145.0798,Southern Metropolitan,3052
5898,Ashburton,5 Taylor St,House,1860000.0,Property sold,2016-11-27,11.0,3147,696.0,-37.8711,145.0746,Southern Metropolitan,3052
5899,Ashburton,48 Nicholas St,House,1600000.0,Property sold,2016-11-27,11.0,3147,700.0,-37.8724,145.0758,Southern Metropolitan,3052
5900,Thornbury,386 Station St,House,1160000.0,Property sold prior,2016-11-27,6.5,3071,644.0,-37.7604,145.02100000000004,Northern Metropolitan,8870
5901,Balwyn North,233 Balwyn Rd,House,1320000.0,Property sold,2016-11-27,9.2,3104,635.0,-37.7982,145.0839,Southern Metropolitan,7809
5902,Balwyn North,5/133 Maud St,Unit,560000.0,Property sold,2016-11-27,9.2,3104,0.0,-37.7961,145.0808,Southern Metropolitan,7809
5903,Balwyn North,11 Milfay Ct,House,1651000.0,Property sold,2016-11-27,9.2,3104,657.0,-37.7895,145.0985,Southern Metropolitan,7809
5904,Ivanhoe,35 Green St,House,1420000.0,Property sold,2016-11-27,7.9,3079,455.0,-37.7653,145.0392,Eastern Metropolitan,5549
5905,Ivanhoe,2/94 Oriel Rd,Townhouse,550000.0,Property passed in,2016-11-27,7.9,3079,139.0,-37.757,145.0382,Eastern Metropolitan,5549
5906,Ashburton,12 Meaden St,House,1422000.0,Property sold,2016-11-27,11.0,3147,583.0,-37.8679,145.0781,Southern Metropolitan,3052
5907,Ashburton,1/65 Ashburn Gr,Townhouse,1250000.0,Vendor Bid,2016-11-27,11.0,3147,321.0,-37.8693,145.08,Southern Metropolitan,3052
5908,Balwyn North,3/191 Balwyn Rd,Townhouse,1238000.0,Property sold,2016-11-27,9.2,3104,186.0,-37.8028,145.0828,Southern Metropolitan,7809
5909,Brighton East,11 Summerhill Rd,House,1813000.0,Property sold,2016-11-27,10.7,3187,660.0,-37.9179,145.0127,Southern Metropolitan,6938
5910,Hawthorn East,2/11 Harts Pde,Unit,622000.0,Property sold,2016-11-27,7.5,3123,0.0,-37.8318,145.0448,Southern Metropolitan,6482
5911,Murrumbeena,22 Victory St,House,1090000.0,Property sold,2016-11-27,12.1,3163,553.0,-37.9031,145.0668,Southern Metropolitan,4442
5912,Keilor East,92A Brees Rd,Townhouse,660000.0,Property passed in,2016-11-27,12.8,3033,265.0,-37.7444,144.8763,Western Metropolitan,5629
5913,Keilor East,61 Nyah St,House,900000.0,Property sold,2016-11-27,12.8,3033,600.0,-37.7312,144.8685,Western Metropolitan,5629
5914,Keilor East,5 Viewbank Dr,House,823000.0,Property sold,2016-11-27,12.8,3033,538.0,-37.7486,144.8778,Western Metropolitan,5629
5915,Rosanna,14 Milford Gr,House,1720000.0,Property sold,2016-11-27,11.4,3084,1215.0,-37.7387,145.0729,Eastern Metropolitan,3540
5916,South Yarra,6/16 Cromwell Rd,Unit,470000.0,Vendor Bid,2016-11-27,3.3,3141,0.0,-37.845,145.0001,Southern Metropolitan,14887
5917,South Yarra,11/274 Domain Rd,Unit,621500.0,Property sold,2016-11-27,3.3,3141,0.0,-37.835,144.9905,Southern Metropolitan,14887
5918,Rosanna,4/32 Lower Plenty Rd,Unit,618000.0,Property sold,2016-11-27,11.4,3084,151.0,-37.7458,145.0609,Eastern Metropolitan,3540
5919,South Yarra,7 Motherwell St,House,2667000.0,Property sold,2016-11-27,3.3,3141,446.0,-37.8454,144.9989,Southern Metropolitan,14887
5920,South Yarra,68 Oban St,House,2200000.0,Property passed in,2016-11-27,3.3,3141,358.0,-37.8425,145.0031,Southern Metropolitan,14887
5921,South Yarra,366 Toorak Rd,House,1700000.0,Property sold,2016-11-27,3.3,3141,178.0,-37.8404,145.0022,Southern Metropolitan,14887
5922,Brighton East,9 Montgomery St,House,2820000.0,Property sold,2016-11-27,10.7,3187,509.0,-37.9172,145.0214,Southern Metropolitan,6938
5923,Hawthorn East,20 Stewart St,House,1650000.0,Property sold,2016-11-27,7.5,3123,354.0,-37.8225,145.0551,Southern Metropolitan,6482
5924,Braybrook,14 Rose St,House,565000.0,Property sold,2016-11-27,10.8,3019,566.0,-37.7844,144.8523,Western Metropolitan,3589
5925,Heidelberg,14 Adamson St,House,1400000.0,Property sold,2016-11-27,10.6,3084,827.0,-37.74800000000001,145.0625,Eastern Metropolitan,2890
5926,Heidelberg West,296 Oriel Rd,House,705000.0,Property sold,2016-11-27,9.4,3081,583.0,-37.7352,145.0449,Eastern Metropolitan,2674
5927,Murrumbeena,47A Rosella St,Townhouse,1200000.0,Property passed in,2016-11-27,12.1,3163,297.0,-37.895,145.0749,Southern Metropolitan,4442
5928,Hampton,1/514 Bluff Rd,Townhouse,820000.0,Vendor Bid,2016-11-27,13.7,3188,0.0,-37.9368,145.0242,Southern Metropolitan,5454
5929,Hampton,91A Linacre Rd,Townhouse,915500.0,Property sold,2016-11-27,13.7,3188,0.0,-37.9431,145.0118,Southern Metropolitan,5454
5930,Hampton,49 Service St,House,1740000.0,Property sold,2016-11-27,13.7,3188,414.0,-37.9401,145.0083,Southern Metropolitan,5454
5931,Hampton,136 Thomas St,House,2450000.0,Property sold,2016-11-27,13.7,3188,994.0,-37.94,145.0151,Southern Metropolitan,5454
5932,Hampton East,2 Harry St,House,1195000.0,Property sold,2016-11-27,14.5,3188,601.0,-37.9386,145.0317,Southern Metropolitan,2356
5933,Hawthorn,10/150 Barkers Rd,Unit,715000.0,Property sold,2016-11-27,4.6,3122,0.0,-37.8142,145.0308,Southern Metropolitan,11308
5934,Hawthorn,35 College St,House,2375000.0,Vendor Bid,2016-11-27,4.6,3122,472.0,-37.8171,145.0252,Southern Metropolitan,11308
5935,Hawthorn,12 Morang Rd,House,1980000.0,Property sold,2016-11-27,4.6,3122,151.0,-37.8219,145.0241,Southern Metropolitan,11308
5936,Hawthorn,8B Myrtle St,Townhouse,1055000.0,Property sold,2016-11-27,4.6,3122,191.0,-37.813,145.0167,Southern Metropolitan,11308
5937,Hawthorn,151 Power St,House,1976000.0,Property sold,2016-11-27,4.6,3122,410.0,-37.8246,145.026,Southern Metropolitan,11308
5938,Brighton East,5 Tuxen Ct,House,1655000.0,Property sold,2016-11-27,10.7,3187,679.0,-37.9291,145.0283,Southern Metropolitan,6938
5939,Coburg,11 Vincent St,House,951000.0,Property sold prior,2016-11-27,7.8,3058,342.0,-37.743,144.95600000000005,Northern Metropolitan,11204
5940,Heidelberg West,190 Southern Rd,House,710000.0,Property sold,2016-11-27,9.4,3081,1.0,-37.7411,145.0394,Eastern Metropolitan,2674
5941,Coburg,38 Soudan St,House,835000.0,Property sold,2016-11-27,7.8,3058,459.0,-37.7388,144.9529,Northern Metropolitan,11204
5942,Coburg,28 Rodda St,House,985000.0,Property sold,2016-11-27,7.8,3058,309.0,-37.7434,144.9697,Northern Metropolitan,11204
5943,Heidelberg Heights,23 Dougharty Rd,House,570000.0,Property sold,2016-11-27,10.5,3081,428.0,-37.7355,145.0573,Eastern Metropolitan,2947
5944,Heidelberg Heights,13 Glover St,House,550000.0,Vendor Bid,2016-11-27,10.5,3081,420.0,-37.7363,145.0506,Eastern Metropolitan,2947
5945,Heidelberg Heights,3/47 Southern Rd,House,510000.0,Property sold prior,2016-11-27,10.5,3081,174.0,-37.7433,145.0545,Eastern Metropolitan,2947
5946,Coburg,100 Reynard St,House,975000.0,Property passed in,2016-11-27,7.8,3058,307.0,-37.74800000000001,144.9602,Northern Metropolitan,11204
5947,Altona,104 Maidstone St,House,857000.0,Property sold prior,2016-11-27,13.8,3018,675.0,-37.8653,144.8129,Western Metropolitan,5301
5948,Coburg,3/117 Gordon St,Townhouse,687000.0,Property sold,2016-11-27,7.8,3058,116.0,-37.7454,144.9487,Northern Metropolitan,11204
5949,Jacana,25 Bliburg St,House,495000.0,Property sold,2016-11-27,14.5,3047,598.0,-37.6878,144.9112,Northern Metropolitan,851
5950,South Melbourne,52 Eastern Rd,House,2525000.0,Property sold,2016-11-27,2.1,3205,234.0,-37.8355,144.9663,Southern Metropolitan,5943
5951,South Melbourne,164 Cecil St,House,2075000.0,Property sold,2016-11-27,2.1,3205,141.0,-37.8333,144.9576,Southern Metropolitan,5943
5952,South Melbourne,5/38 Bank St,Unit,742000.0,Property sold prior,2016-11-27,2.1,3205,0.0,-37.8319,144.9682,Southern Metropolitan,5943
5953,South Melbourne,1107/50 Albert Rd,Unit,320000.0,Vendor Bid,2016-11-27,2.1,3205,0.0,-37.8341,144.9713,Southern Metropolitan,5943
5954,Heidelberg West,22 Kokoda St,House,725000.0,Property sold,2016-11-27,9.4,3081,632.0,-37.7443,145.0462,Eastern Metropolitan,2674
5955,Kingsbury,36 Scott Gr,House,690000.0,Property sold,2016-11-27,12.4,3083,556.0,-37.7174,145.0361,Northern Metropolitan,1414
5956,Kensington,301/84 Altona St,Unit,425000.0,Property sold,2016-11-27,4.2,3031,0.0,-37.7966,144.9254,Northern Metropolitan,5263
5957,Hawthorn East,12/36 Anderson Rd,Unit,500000.0,Vendor Bid,2016-11-27,7.5,3123,3084.0,-37.8414,145.0505,Southern Metropolitan,6482
5958,Chadstone,23 Jacana St,House,1000000.0,Property sold prior,2016-11-27,13.6,3148,630.0,-37.8838,145.102,Southern Metropolitan,3582
5959,Richmond,1 Hodgson Tce,House,1495000.0,Property sold,2016-11-27,2.6,3121,159.0,-37.8195,144.9974,Northern Metropolitan,14949
5960,Kensington,68 Hardiman St,House,1211000.0,Property sold prior,2016-11-27,4.2,3031,183.0,-37.7959,144.9342,Northern Metropolitan,5263
5961,Richmond,5/10 Elaine Ct,Unit,807000.0,Property sold,2016-11-27,2.6,3121,0.0,-37.8128,145.0139,Northern Metropolitan,14949
